,company,Founded Date,website,Headquarters Location,Industry Groups,Number of Funding Rounds,Funding Status,Last Funding Date,Last Funding Amount Currency (in USD),Last Funding Type,Total Funding Amount Currency (in USD),IPO Status,IPO Date,Valuation at IPO Currency (in USD),IPqwery - Patents Granted,IPqwery - Trademarks Registered,IPqwery - Most Popular Patent Class,age,founding_year,org_uuid,snapshot_in_window
534,Dispo,2020-01-01,https://dispo.fun/,"Los Angeles, California, United States","Content and Publishing, Internet Services, Media and Entertainment, Mobile",2.0,Early Stage Venture,2021-06-08,20000000.0,Series A,24000000.0,Private,,,,,,3,2020,4010,False
535,Klir,2018-09-01,https://klir.com,"Reno, Nevada, United States","Natural Resources, Software",4.0,Early Stage Venture,2021-11-18,16000000.0,Series A,19622232.0,Private,,,,,,5,2018,4011,False
543,One Team Partners,2019-01-01,https://joinoneteam.com/,"Washington, District of Columbia, United States","Gaming, Sports",1.0,Private Equity,2019-11-18,125000000.0,Private Equity,125000000.0,Private,,,0.0,2.0,,4,2019,4013,False
544,1v1Me,2020-01-01,https://www.1v1me.com,"New York, New York, United States","Apps, Gaming, Mobile, Software, Sports",2.0,Seed,2022-06-27,2000000.0,Seed,4100000.0,Private,,,,,,3,2020,4014,False
545,TapiocaDAO,2023-01-01,https://www.tapioca.xyz,"Chicago, Illinois, United States","Blockchain and Cryptocurrency, Other",1.0,Seed,2023-06-18,6000000.0,Seed,6000000.0,Private,,,,,,0,2023,4015,False
551,CinCor Pharma,2018-01-01,https://cincor.com,"Cincinnati, Ohio, United States","Biotechnology, Health Care, Science and Engineering",3.0,M&A,2022-08-11,225000000.0,Post-IPO Equity,418000000.0,Public,2022-01-07,584304000.0,1.0,1.0,Medical Or Veterinary Science; Hygiene,5,2018,4016,False
554,Optimize Mind Performance,2020-08-04,https://optimizemindperformance.com,"Boston, Massachusetts, United States",Sports,3.0,Seed,2023-10-24,1606948.0,Seed,2720138.0,Private,,,,,,3,2020,4017,False
557,Tangram Flex,2018-01-01,https://www.tangramflex.com/,"Dayton, Ohio, United States","Hardware, Information Technology, Privacy and Security, Science and Engineering, Software",2.0,,2023-09-14,2000000.0,Venture - Series Unknown,6500000.0,Private,,,0.0,6.0,,5,2018,4018,False
561,Parler,2018-01-01,https://parler.com,"Nashville, Tennessee, United States","Internet Services, Media and Entertainment",3.0,M&A,2022-09-16,16000000.0,Series B,36250000.0,Private,,,,,,5,2018,4019,False
564,Brassica Finance,2020-12-01,https://www.brassicafin.com/,"Houston, Texas, United States","Financial Services, Information Technology, Software",2.0,Seed,2023-04-11,8000000.0,Seed,16000000.0,Private,,,0.0,0.0,,3,2020,4020,False
576,Hints,2021-07-01,https://hints.so/,"Mountain View, California, United States","Artificial Intelligence, Data and Analytics, Information Technology, Other, Sales and Marketing, Science and Engineering, Software",2.0,Seed,2023-07-20,2500000.0,Seed,2500000.0,Private,,,,,,2,2021,4021,False
579,Cure Hydration,2018-01-01,https://curehydration.com/,"New York, New York, United States","Food and Beverage, Sustainability",3.0,Early Stage Venture,2023-04-17,5600000.0,Series A,8208103.0,Private,,,0.0,2.0,,5,2018,4022,False
580,Vittoria Biotherapeutics,2021-01-01,https://vittoriabio.com,"Philadelphia, Pennsylvania, United States","Biotechnology, Data and Analytics, Science and Engineering",1.0,Seed,2022-06-07,10000000.0,Seed,10000000.0,Private,,,0.0,0.0,,2,2021,4023,False
583,Mechanical Orchard,2022-10-17,https://www.mechanical-orchard.com/,"San Francisco, California, United States","Information Technology, Internet Services, Software",1.0,Seed,2022-11-01,7000000.0,Seed,7000000.0,Private,,,0.0,0.0,,1,2022,4024,False
584,Branch,2018-10-01,https://www.branchfurniture.com,"New York, New York, United States","Commerce and Shopping, Consumer Goods",3.0,Early Stage Venture,2022-04-11,10000000.0,Series A,13900000.0,Private,,,,,,5,2018,4025,False
588,Elate,2019-01-01,http://www.goelate.com,"Indianapolis, Indiana, United States","Consumer Electronics, Hardware, Software",3.0,Early Stage Venture,2023-02-13,4900000.0,Series A,6239999.0,Private,,,,,,4,2019,4026,False
589,UptimeHealth,2018-01-07,https://uptimehealth.com,"Boston, Massachusetts, United States","Health Care, Information Technology, Software",7.0,Early Stage Venture,2023-01-26,4500000.0,Series A,7485000.0,Private,,,0.0,1.0,,5,2018,4027,False
593,Facets.cloud,2021-06-01,https://www.facets.cloud,"San Francisco, California, United States",Software,1.0,Seed,2023-08-31,4000000.0,Seed,4000000.0,Private,,,,,,2,2021,4028,False
596,BabylonChain,2022-01-01,https://babylonchain.io/,"Palo Alto, California, United States","Blockchain and Cryptocurrency, Financial Services, Other, Payments, Privacy and Security, Software",1.0,Seed,2022-01-21,6200000.0,Seed,6200000.0,Private,,,,,,1,2022,4029,False
597,Digs,2022-01-01,https://digs.com/,"Vancouver, Washington, United States","Real Estate, Software",2.0,,2023-09-07,13373162.0,Venture - Series Unknown,20373162.0,Private,,,0.0,1.0,,1,2022,4030,False
600,Sourcetable,2019-10-01,https://sourcetable.com/,"San Francisco, California, United States","Hardware, Information Technology, Software",2.0,Seed,2023-07-10,3000000.0,Seed,4250000.0,Private,,,,,,4,2019,4031,False
601,Felix,2021-01-01,https://www.felixpago.com,"San Francisco, California, United States","Artificial Intelligence, Data and Analytics, Financial Services, Payments, Science and Engineering, Software",1.0,,2023-08-24,7965495.0,Venture - Series Unknown,7965495.0,Private,,,,,,2,2021,4032,False
603,Affine,2021-01-01,https://affinedefi.com/,"Miami, Florida, United States","Blockchain and Cryptocurrency, Financial Services, Internet Services, Payments, Software",2.0,Seed,2023-02-23,5100000.0,Seed,6900000.0,Private,,,,,,2,2021,4033,False
606,Ownwell,2020-01-01,https://www.ownwell.com,"Austin, Texas, United States","Financial Services, Real Estate",1.0,Seed,2022-05-02,5750000.0,Seed,5750000.0,Private,,,,,,3,2020,4034,False
607,Zip,2020-01-01,https://www.ziphq.com,"San Francisco, California, United States","Financial Services, Information Technology, Professional Services, Software, Transportation",5.0,Late Stage Venture,2023-05-15,100000000.0,Series C,181325000.0,Private,,,0.0,1.0,,3,2020,4035,False
612,Pearlx Infrastructure,2019-01-01,https://www.pearlx.com,"Charlottesville, Virginia, United States","Energy, Sustainability",1.0,M&A,2022-09-15,70000000.0,Series B,70000000.0,Private,,,,,,4,2019,4036,False
621,Togai,2022-10-01,https://www.togai.com,"Wilmington, Delaware, United States",Software,1.0,Seed,2023-06-06,3100000.0,Seed,3100000.0,Private,,,,,,1,2022,4037,False
625,Immunis,2018-01-01,https://immunisbiomedical.com,"Irvine, California, United States","Biotechnology, Science and Engineering",2.0,Early Stage Venture,2022-08-03,10000000.0,Series A,10000000.0,Private,,,,,,5,2018,4038,False
629,SurgNet Health Partners,2021-01-01,https://www.surgnethealthpartners.com/,"Brentwood, Tennessee, United States",Health Care,1.0,Private Equity,2023-10-10,50000000.0,Private Equity,50000000.0,Private,,,,,,2,2021,4039,False
631,SimpliFed,2020-05-19,https://www.simplifed.com,"Ithaca, New York, United States","Community and Lifestyle, Health Care, Professional Services",4.0,Seed,2022-05-10,6000000.0,Seed,6500000.0,Private,,,0.0,1.0,,3,2020,4040,False
637,XetHub,2021-10-29,https://www.xethub.com,"Seattle, Washington, United States","Artificial Intelligence, Data and Analytics, Hardware, Information Technology, Internet Services, Software",1.0,Seed,2023-01-09,7500000.0,Seed,7500000.0,Private,,,,,,2,2021,4041,False
639,WithMe Health,2018-01-01,https://www.withmehealth.com/,"San Mateo, California, United States","Administrative Services, Financial Services, Health Care",2.0,Early Stage Venture,2020-11-24,25000000.0,Series B,45000000.0,Private,,,0.0,3.0,,5,2018,4042,False
641,BrainLogic AI,2023-03-01,https://brainlogic.ai,"Menlo Park, California, United States","Artificial Intelligence, Data and Analytics, Science and Engineering, Software",1.0,Seed,2023-08-21,5000000.0,Seed,5000000.0,Private,,,,,,0,2023,4043,False
646,Mona,2018-12-01,https://www.monalabs.io/,"Atlanta, Georgia, United States","Artificial Intelligence, Data and Analytics, Information Technology, Science and Engineering, Software",3.0,Seed,2021-08-01,6950000.0,Seed,6950000.0,Private,,,1.0,0.0,,5,2018,4044,False
647,XYZ Robotics,2018-05-01,https://www.xyzrobotics.ai/,"Allston, Massachusetts, United States","Artificial Intelligence, Data and Analytics, Hardware, Science and Engineering, Software, Transportation",5.0,Early Stage Venture,2022-06-20,40000000.0,Series B,103000000.0,Private,,,5.0,0.0,Hand Tools; Portable Power-Driven Tools; Manipulators,5,2018,4045,False
652,zkPass,2022-01-11,https://zkpass.org,"New York, New York, United States","Blockchain and Cryptocurrency, Other",4.0,,2023-07-30,,Undisclosed,2500000.0,Private,,,,,,1,2022,4046,False
653,Portal,2018-08-01,https://portaldefi.com,"San Francisco, California, United States","Blockchain and Cryptocurrency, Financial Services, Other, Payments, Software",2.0,Seed,2021-06-01,8500000.0,Seed,8500000.0,Private,,,0.0,0.0,,5,2018,4047,False
654,Pawlicy Advisor,2018-01-01,https://www.pawlicy.com,"Scarsdale, New York, United States","Community and Lifestyle, Financial Services",4.0,Early Stage Venture,2022-06-15,12000000.0,Series B,19600000.0,Private,,,0.0,1.0,,5,2018,4048,False
655,Vernal Biosciences,2021-01-01,https://www.vernal.bio/,"Burlington, Vermont, United States","Biotechnology, Health Care, Science and Engineering",3.0,Early Stage Venture,2023-06-27,20000000.0,Series A,41000000.0,Private,,,,,,2,2021,4049,False
658,Forum Health,2019-01-01,https://www.forumhealth.com/,"Flint, Michigan, United States","Food and Beverage, Health Care",4.0,Early Stage Venture,2022-09-01,,Series B,14200000.0,Private,,,,,,4,2019,4050,False
663,LimaCharlie,2018-01-01,https://limacharlie.io,"Walnut, California, United States","Information Technology, Privacy and Security, Software",2.0,Seed,2022-05-24,5450000.0,Seed,5950000.0,Private,,,,,,5,2018,4051,False
665,Autobound,2018-11-01,https://www.autobound.ai,"San Francisco, California, United States","Artificial Intelligence, Data and Analytics, Information Technology, Sales and Marketing, Software",1.0,Seed,2023-02-23,4000000.0,Seed,4000000.0,Private,,,,,,5,2018,4052,False
668,PayEngine,2020-01-01,https://www.payengine.co/,"Los Angeles, California, United States","Financial Services, Payments, Software",2.0,Early Stage Venture,2022-05-23,10000000.0,Series A,11600000.0,Private,,,,,,3,2020,4053,False
669,Wunderite,2018-01-01,https://wunderite.com/,"Boston, Massachusetts, United States","Financial Services, Software",5.0,Early Stage Venture,2023-01-03,7205193.0,Series A,10335193.0,Private,,,,,,5,2018,4054,False
671,Forge,2020-01-01,https://www.forgeco.com/,"Boston, Massachusetts, United States",,2.0,Early Stage Venture,2021-12-22,17000000.0,Series A,17000000.0,Private,,,,,,3,2020,4055,False
673,Zoe Financial,2018-02-01,https://zoefin.com,"New York, New York, United States",Financial Services,4.0,,2022-05-24,,Venture - Series Unknown,16300000.0,Private,,,,,,5,2018,4056,False
678,Gentem,2019-05-01,https://www.gentem.com/,"San Francisco, California, United States","Financial Services, Health Care",5.0,Early Stage Venture,2021-02-09,10000000.0,Series A,13700000.0,Private,,,,,,4,2019,4057,False
684,"OmniAb, Inc.",2021-02-01,http://www.omniab.com/,"Emeryville, California, United States","Biotechnology, Information Technology, Science and Engineering",2.0,IPO,2022-11-02,,Post-IPO Equity,70000000.0,Public,2022-11-02,850000000.0,,,,2,2021,4058,False
686,StageGlass,2020-01-01,https://www.stageglass.com,"Menlo Park, California, United States","Information Technology, Other",4.0,,2021-10-27,11707485.0,Venture - Series Unknown,13307485.0,Private,,,,,,3,2020,4059,False
688,Mobile X Global,2021-01-01,https://www.mymobilex.com/,"Newport Coast, California, United States","Apps, Artificial Intelligence, Data and Analytics, Hardware, Mobile, Science and Engineering, Software",4.0,M&A,2023-09-15,519482.0,Seed,3084482.0,Private,,,0.0,1.0,,2,2021,4060,False
689,Logseq,2021-10-01,https://logseq.com/,"New York, New York, United States","Administrative Services, Education, Other, Software",1.0,Seed,2022-05-05,4100000.0,Seed,4100000.0,Private,,,,,,2,2021,4061,False
691,Rarebreed veterinary partners,2019-01-01,https://www.rarebreedvet.com,"Portland, Maine, United States",Health Care,3.0,Private Equity,2021-05-13,,Private Equity,40000000.0,Private,,,0.0,5.0,,4,2019,4062,False
692,Demex,2020-01-01,https://thedemexgroup.com,"Washington, District of Columbia, United States","Financial Services, Professional Services",3.0,,2023-08-15,5000000.0,Venture - Series Unknown,18200000.0,Private,,,,,,3,2020,4063,False
702,ByteLearn,2021-01-01,https://www.bytelearn.ai/,"San Francisco, California, United States","Artificial Intelligence, Data and Analytics, Education, Science and Engineering, Software",1.0,Seed,2021-12-17,9500000.0,Seed,9500000.0,Private,,,,,,2,2021,4064,False
706,Atraverse Medical,2023-01-01,https://atraversemedical.com/,"Chicago, Illinois, United States",Health Care,2.0,Seed,2023-11-02,400000.0,Seed,3645000.0,Private,,,,,,0,2023,4065,False
712,SmartAC.com,2020-01-01,http://www.SmartAC.com,"Houston, Texas, United States","Consumer Electronics, Hardware, Information Technology, Internet Services, Real Estate",2.0,Early Stage Venture,2023-05-12,21039699.0,Series B,31039699.0,Private,,,5.0,4.0,Heat Exchange In General,3,2020,4066,False
713,inspace,2019-02-12,http://www.inspace.app,"Boston, Massachusetts, United States","Administrative Services, Data and Analytics, Messaging and Telecommunications, Other, Real Estate, Software",2.0,Seed,2023-09-05,500000.0,Seed,3100000.0,Private,,,0.0,0.0,,4,2019,4067,False
716,InStride Health,2021-01-01,https://instride.health/,"Boston, Massachusetts, United States",Health Care,1.0,,2022-10-03,26000000.0,Venture - Series Unknown,26000000.0,Private,,,,,,2,2021,4068,False
724,oneNav,2019-01-01,https://onenav.ai,"Palo Alto, California, United States","Internet Services, Navigation and Mapping",3.0,Late Stage Venture,2023-06-07,2800000.0,Series C,23800000.0,Private,,,7.0,0.0,Testing,4,2019,4069,False
725,Ollang,2019-01-01,https://www.ollang.com/,"Delaware City, Delaware, United States","Media and Entertainment, Music and Audio, Professional Services, Software, Video",2.0,Seed,2023-03-25,1560000.0,Seed,1610000.0,Private,,,,,,4,2019,4070,False
728,Padel Haus,2022-01-01,https://www.padel.haus/,"Brooklyn, New York, United States","Health Care, Sports",2.0,Early Stage Venture,2022-11-24,7600000.0,Series A,10900000.0,Private,,,,,,1,2022,4071,False
732,Goodhood,2020-01-01,https://www.goodhood.auto,"Detroit, Michigan, United States","Other, Transportation",3.0,Seed,2023-07-12,2600000.0,Seed,2600000.0,Private,,,,,,3,2020,4072,False
734,Coho AI,2021-01-01,https://coho.ai,"New York, New York, United States","Artificial Intelligence, Data and Analytics, Information Technology, Other, Professional Services, Science and Engineering, Software",1.0,Seed,2023-01-12,8500000.0,Seed,8500000.0,Private,,,,,,2,2021,4073,False
735,Gradient.io,2018-01-01,https://www.gradient.io/,"Seattle, Washington, United States","Advertising, Artificial Intelligence, Commerce and Shopping, Data and Analytics, Education, Hardware, Other, Sales and Marketing, Science and Engineering, Software",1.0,Seed,2018-10-23,3500000.0,Seed,3500000.0,Private,,,0.0,0.0,,5,2018,4074,False
739,Mapped,2019-07-01,https://www.mapped.com,"El Segundo, California, United States","Data and Analytics, Information Technology, Internet Services, Real Estate, Software",3.0,Seed,2021-06-03,6499992.0,Seed,9499988.0,Private,,,4.0,0.0,Computing; Calculating,4,2019,4075,False
749,Luxonis,2019-04-01,https://www.luxonis.com,"Littleton, Colorado, United States","Artificial Intelligence, Consumer Electronics, Data and Analytics, Hardware, Information Technology, Science and Engineering, Software",2.0,,2022-07-14,2775042.0,Venture - Series Unknown,4775042.0,Private,,,0.0,4.0,,4,2019,4076,False
755,Ridepanda,2020-01-01,https://www.ridepanda.com/,"San Francisco, California, United States",Commerce and Shopping,2.0,Seed,2021-06-30,3750000.0,Seed,3750000.0,Private,,,,,,3,2020,4077,False
761,Flux Marine,2018-01-01,https://www.fluxmarine.com/,"Providence, Rhode Island, United States","Sports, Transportation",7.0,Early Stage Venture,2022-03-30,15500000.0,Series A,15870656.0,Private,,,,,,5,2018,4078,False
768,Gemini Sports Analytics,2021-01-01,https://geminisports.co,"Miami, Florida, United States","Artificial Intelligence, Data and Analytics, Information Technology, Science and Engineering, Software, Sports",2.0,,2023-08-18,5745161.0,Venture - Series Unknown,7245161.0,Private,,,,,,2,2021,4079,False
774,Emalex Biosciences,2018-01-01,https://emalexbiosciences.com,"Chicago, Illinois, United States","Biotechnology, Health Care, Science and Engineering",3.0,Late Stage Venture,2022-11-03,250000000.0,Series D,300000000.0,Private,,,4.0,0.0,Medical Or Veterinary Science; Hygiene,5,2018,4080,False
778,Vanna Health,2021-01-01,https://www.vanna.health/,"San Francisco, California, United States",Health Care,3.0,,2023-01-26,29000000.0,Venture - Series Unknown,29000000.0,Private,,,,,,2,2021,4081,False
779,Rengage,2023-01-01,https://www.rengage.ai,"Redmond, Washington, United States","Artificial Intelligence, Data and Analytics, Design, Science and Engineering, Software",1.0,Seed,2023-09-12,3200000.0,Pre-Seed,3200000.0,Private,,,,,,0,2023,4082,False
780,Breadboard,2022-01-10,https://breadboard.com,"New York, New York, United States","Consumer Electronics, Hardware, Software",2.0,,2023-06-12,3999999.0,Venture - Series Unknown,4999999.0,Private,,,,,,1,2022,4083,False
782,Hop,2020-04-27,https://hop.io,"West Hollywood, California, United States","Content and Publishing, Hardware, Internet Services, Media and Entertainment, Software, Video",2.0,Seed,2021-06-21,2100000.0,Pre-Seed,2200000.0,Private,,,0.0,0.0,,3,2020,4084,False
783,Karman Ventures (fka Moving Capital),2018-02-01,http://www.karman.vc,"Santa Monica, California, United States","Financial Services, Lending and Investments",,,,,,,Private,,,,,,5,2018,4085,False
784,authzed,2020-07-16,https://authzed.com,"New York, New York, United States","Information Technology, Privacy and Security, Software",1.0,Seed,2021-04-21,3900000.0,Seed,3900000.0,Private,,,,,,3,2020,4086,False
791,Productfy,2018-01-01,https://www.productfy.io/,"San Jose, California, United States","Financial Services, Software",5.0,Early Stage Venture,2021-10-08,16000000.0,Series A,18375000.0,Private,,,,,,5,2018,4087,False
792,Omsom,2018-01-01,https://www.omsom.com,"New York, New York, United States","Consumer Goods, Food and Beverage",3.0,Seed,2022-08-15,,Seed,1990000.0,Private,,,,,,5,2018,4088,False
793,Cerebra,2018-01-01,https://cerebra.ai,"San Francisco, California, United States","Artificial Intelligence, Data and Analytics, Science and Engineering, Software",2.0,Early Stage Venture,2022-02-08,15000000.0,Series A,16500000.0,Private,,,,,,5,2018,4089,False
794,Bloomfilter,2022-01-01,https://www.thebloomfilter.com/,"Cleveland, Ohio, United States","Information Technology, Software",3.0,Seed,2023-05-04,5500000.0,Seed,7120000.0,Private,,,,,,1,2022,4090,False
809,SquarePeg,2020-01-01,http://www.squarepeghires.com/,"New York, New York, United States","Administrative Services, Other, Professional Services, Software",2.0,Seed,2022-06-23,2844997.0,Seed,2844997.0,Private,,,,,,3,2020,4091,False
812,AiTrillion,2018-04-25,https://www.aitrillion.com,"Claymont, Delaware, United States","Advertising, Commerce and Shopping, Data and Analytics, Sales and Marketing, Software",1.0,Seed,2022-07-07,3000000.0,Seed,3000000.0,Private,,,,,,5,2018,4092,False
814,FilmHedge,2020-01-01,http://filmhedge.com,"Atlanta, Georgia, United States","Financial Services, Media and Entertainment",6.0,,2023-04-21,,Venture - Series Unknown,108500000.0,Private,,,0.0,1.0,,3,2020,4093,False
817,Klleon,2019-01-01,https://klleon.io,"San Mateo, California, United States","Artificial Intelligence, Data and Analytics, Hardware, Information Technology, Internet Services, Media and Entertainment, Messaging and Telecommunications, Science and Engineering, Software, Video",3.0,Seed,2021-12-01,1698946.0,Seed,3432828.0,Private,,,4.0,0.0,Computing; Calculating,4,2019,4094,False
821,Minus,2020-01-01,https://shopminuscoffee.com,"San Francisco, California, United States",Food and Beverage,4.0,Seed,2023-07-05,,Seed,4500000.0,Private,,,1.0,0.0,,3,2020,4095,False
825,iHairium,2021-11-10,https://ihairium.com/,"Dover, Delaware, United States","Artificial Intelligence, Consumer Goods, Data and Analytics, Health Care, Mobile, Science and Engineering, Software",1.0,Seed,2023-08-06,400000.0,Seed,400000.0,Private,,,,,,2,2021,4096,False
826,Docus,2021-01-01,https://docus.ai/,"Wilmington, Delaware, United States","Artificial Intelligence, Data and Analytics, Health Care, Other, Science and Engineering, Software",2.0,Seed,2023-02-20,250000.0,Pre-Seed,750000.0,Private,,,,,,2,2021,4097,False
827,Sizzle,2018-10-26,https://www.sizzle.gg,"Sunnyvale, California, United States","Artificial Intelligence, Data and Analytics, Gaming, Media and Entertainment, Science and Engineering, Software, Video",2.0,Seed,2022-05-12,5000000.0,Seed,5000000.0,Private,,,,,,5,2018,4098,False
838,Wally Health,2019-01-01,https://www.carebywally.com,"New York, New York, United States","Health Care, Other",3.0,Seed,2023-02-02,3000000.0,Seed,3050000.0,Private,,,,,,4,2019,4099,False
842,Spindl,2022-01-01,https://www.spindl.xyz/,"San Francisco, California, United States","Advertising, Blockchain and Cryptocurrency, Other, Sales and Marketing, Software",1.0,Seed,2022-10-20,7000000.0,Seed,7000000.0,Private,,,,,,1,2022,4100,False
843,Mirza,2020-01-01,https://www.heymirza.com/,"New York, New York, United States","Financial Services, Information Technology, Other",2.0,,2023-08-18,3599500.0,Venture - Series Unknown,4999500.0,Private,,,,,,3,2020,4101,False
852,Delfina,2021-01-01,https://www.delfina.com/,"San Francisco, California, United States","Health Care, Other",7.0,Seed,2022-08-22,,Non-equity Assistance,5300000.0,Private,,,0.0,1.0,,2,2021,4102,False
865,BosonQ Psi,2020-09-01,https://www.bosonqpsi.com/,"New York, New York, United States","Science and Engineering, Software, Transportation",5.0,Seed,2023-08-25,550000.0,Grant,1707000.0,Private,,,,,,3,2020,4103,False
866,Edly,2019-04-01,https://student.edly.co/student,"Briarcliff Manor, New York, United States","Education, Financial Services, Internet Services",10.0,Seed,2022-10-11,,Seed,182140005.0,Private,,,0.0,1.0,,4,2019,4104,False
867,Repeat,2018-01-01,https://www.getrepeat.io,"Los Angeles, California, United States","Commerce and Shopping, Consumer Goods, Hardware, Information Technology, Real Estate, Sales and Marketing, Software",4.0,Early Stage Venture,2021-07-07,6000000.0,Series A,9035997.0,Private,,,,,,5,2018,4105,False
869,Phoenix Tailings,2019-01-01,https://www.phoenixtailings.com,"Boston, Massachusetts, United States","Manufacturing, Natural Resources, Science and Engineering, Sustainability",5.0,Seed,2021-01-01,,Seed,240000.0,Private,,,,,,4,2019,4106,False
872,Horizen Labs,2019-04-01,https://horizenlabs.io/,"Austin, Texas, United States","Blockchain and Cryptocurrency, Financial Services, Information Technology, Other",2.0,Seed,2021-08-10,7000000.0,Seed,11000000.0,Private,,,,,,4,2019,4107,False
875,ImmuneID,2020-01-01,https://healthusline.com/Order-Now-Click-Here/MoringaImmune,"Boston, Massachusetts, United States","Biotechnology, Health Care, Science and Engineering",2.0,Early Stage Venture,2021-06-23,50000000.0,Series A,67000000.0,Private,,,,,,3,2020,4108,False
876,Hudu,2018-03-02,https://usehudu.com,"Fort Collins, Colorado, United States","Information Technology, Software",2.0,Early Stage Venture,2023-05-03,5000000.0,Series A,5000000.0,Private,,,,,,5,2018,4109,False
877,Trusty.care,2018-04-21,https://trusty.care,"New York, New York, United States","Community and Lifestyle, Financial Services, Health Care, Software",7.0,Seed,2022-06-13,6000000.0,Convertible Note,15100000.0,Private,,,0.0,1.0,,5,2018,4110,False
880,Karman+,2022-01-01,https://karmanplus.com,"Denver, Colorado, United States","Hardware, Science and Engineering, Software",2.0,Seed,2023-03-01,25000000.0,Seed,26000000.0,Private,,,,,,1,2022,4111,False
886,Stere.io,2021-01-01,https://www.stere.io,"Dover, Delaware, United States","Financial Services, Software",3.0,Seed,2022-09-26,5000000.0,Seed,7000000.0,Private,,,,,,2,2021,4112,False
887,Genuin,2021-01-04,http://begenuin.com,"Mineola, New York, United States","Community and Lifestyle, Internet Services, Media and Entertainment, Mobile, Platforms, Software, Video",1.0,Seed,2021-01-15,4000000.0,Pre-Seed,4000000.0,Private,,,,,,2,2021,4113,False
889,Whatnot,2019-12-01,https://www.whatnot.com,"Marina Del Rey, California, United States","Commerce and Shopping, Financial Services, Information Technology, Internet Services, Lending and Investments",7.0,Late Stage Venture,2022-07-21,260000000.0,Series D,484700000.0,Private,,,,,,4,2019,4114,False
892,Pathway Homes,2021-01-01,https://www.yourpathway.com,"Dallas, Texas, United States",Real Estate,1.0,,2022-09-08,225000000.0,Debt Financing,225000000.0,Private,,,,,,2,2021,4115,False
902,HEIR,2021-01-01,https://www.heir.app/,"Los Angeles, California, United States","Information Technology, Professional Services, Software",1.0,Seed,2021-12-15,10000000.0,Seed,10000000.0,Private,,,0.0,1.0,,2,2021,4116,False
904,Oma Fertility,2020-01-01,https://omafertility.com/,"Santa Barbara, California, United States",Health Care,2.0,,2022-06-21,29000000.0,Venture - Series Unknown,37500000.0,Private,,,,,,3,2020,4117,False
905,Falcomm,2021-02-28,https://www.myfalcomm.com/,"Atlanta, Georgia, United States","Hardware, Internet Services, Manufacturing, Mobile, Science and Engineering",3.0,Seed,2023-09-22,4000000.0,Seed,4000000.0,Private,,,,,,2,2021,4118,False
909,Richmond National,2021-01-01,https://richmondnational.com,"Richmond, Virginia, United States","Financial Services, Professional Services",2.0,Early Stage Venture,2023-04-03,30000000.0,Series A,100000000.0,Private,,,,,,2,2021,4119,False
