,Founded Date,Industry Groups,Number of Funding Rounds,Last Funding Amount Currency (in USD),Total Funding Amount Currency (in USD),age,founding_year,source_x,text_len,closest_snapshot,ai_keyword_count,matched_keywords,Headquarters State,funding_bin,keyword_bin,fund_success,AI_bin,Year_2018,Year_2019,Year_2020,Year_2021,Year_2022,Last Funding Type ORD,Series_A_bin,Number of Employees ORD
11396,2020-01-01,"Community and Lifestyle, Financial Services, Lending and Investments, Privacy and Security",0.0,0.0,0.0,4,2020,0,1582.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20210316025242/http://www.futurelabscapital.com/', 'timestamp': '20210316025242'}",0.0,0,Pennsylvania,False,False,False,False,False,False,True,False,False,0.0,False,1.0
11397,2020-01-01,"Artificial Intelligence (AI), Data and Analytics, Internet Services, Science and Engineering, Software",0.0,0.0,0.0,4,2020,0,819.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20210613044845/https://iliesh.com/', 'timestamp': '20210613044845'}",0.0,0,Florida,False,False,False,True,False,False,True,False,False,0.0,False,1.0
11399,2022-01-01,"Agriculture and Farming, Professional Services, Sustainability",0.0,0.0,0.0,2,2022,0,12025.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20230130074325/https://adeptag.com/', 'timestamp': '20230130074325'}",0.0,0,Ohio,False,False,False,False,False,False,False,False,True,0.0,False,3.0
11400,2021-01-01,"Education, Software",0.0,0.0,0.0,3,2021,0,1644.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20220208114716/http://www.learnfy.co/', 'timestamp': '20220208114716'}",0.0,0,New York,False,False,False,False,False,False,False,True,False,0.0,False,5.0
11401,2022-01-01,"Information Technology, Internet Services, Privacy and Security",0.0,0.0,0.0,2,2022,0,423.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20230223173217/https://trugard.ai/', 'timestamp': '20230223173217'}",0.0,0,New York,False,False,False,False,False,False,False,False,True,0.0,False,2.0
11403,2019-01-01,"Financial Services, Other, Professional Services",0.0,0.0,0.0,5,2019,0,34695.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20220211173518/https://gilldenson.com/', 'timestamp': '20220211173518'}",0.0,0,Texas,False,False,False,False,False,True,False,False,False,0.0,False,2.0
11405,2020-03-10,Health Care,0.0,0.0,0.0,4,2020,0,10282.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20210123015117/https://www.coastalcarolinacare.com/', 'timestamp': '20210123015117'}",0.0,0,North Carolina,False,False,False,False,False,False,True,False,False,0.0,False,2.0
11409,2020-10-28,"Information Technology, Other, Professional Services, Sales and Marketing, Software",0.0,0.0,0.0,3,2020,0,9632.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20210128150158/https://www.ruoomsoftware.com/', 'timestamp': '20210128150158'}",0.0,0,Texas,False,False,False,False,False,False,True,False,False,0.0,False,1.0
11410,2019-01-01,"Media and Entertainment, Professional Services, Science and Engineering, Transportation",0.0,0.0,0.0,5,2019,0,4950.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20240324194444/https://c7aero.com/', 'timestamp': '20240324194444'}",0.0,0,North Carolina,False,False,False,False,False,True,False,False,False,0.0,False,2.0
11411,2021-01-01,Health Care,0.0,0.0,0.0,3,2021,0,16939.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20230325195705/https://novamedurgentcare.com/', 'timestamp': '20230325195705'}",0.0,0,Illinois,False,False,False,False,False,False,False,True,False,0.0,False,2.0
11412,2020-01-01,"Commerce and Shopping, Energy, Natural Resources, Other, Professional Services",0.0,0.0,0.0,4,2020,0,19834.0,,0.0,0,Virginia,False,False,False,False,False,False,True,False,False,0.0,False,2.0
11413,2020-01-01,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Science and Engineering, Software",0.0,0.0,0.0,4,2020,0,15843.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20210219003036/https://www.daimlas.com/', 'timestamp': '20210219003036'}",35.0,"ml, artificial intelligence, ai",Massachusetts,False,True,False,True,False,False,True,False,False,0.0,False,1.0
11414,2019-12-01,"Community and Lifestyle, Content and Publishing, Data and Analytics, Design, Media and Entertainment, Music and Audio, Professional Services, Software",0.0,0.0,0.0,4,2019,0,19220.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20201114133512/https://greaterthanhq.com/', 'timestamp': '20201114133512'}",0.0,0,California,False,False,False,False,False,True,False,False,False,0.0,False,3.0
11415,2022-01-01,"Blockchain and Cryptocurrency, Financial Services, Natural Resources, Payments, Software",1.0,100000.0,100000.0,2,2022,0,188.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20230214101948/https://verdemining.com/', 'timestamp': '20230214101948'}",0.0,0,Texas,True,False,False,False,False,False,False,False,True,1.0,False,1.0
11416,2019-12-01,Commerce and Shopping,0.0,0.0,0.0,4,2019,0,5396.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20230223124504/https://trelegate.com/', 'timestamp': '20230223124504'}",0.0,0,California,False,False,False,False,False,True,False,False,False,0.0,False,4.0
11422,2022-08-15,"Commerce and Shopping, Hardware, Sales and Marketing, Software",1.0,0.0,0.0,1,2022,0,16051.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20221228222335/https://vigilance.io/', 'timestamp': '20221228222335'}",0.0,0,Texas,False,False,False,False,False,False,False,False,True,1.0,False,1.0
11424,2019-01-01,"Advertising, Professional Services, Sales and Marketing",0.0,0.0,0.0,5,2019,0,10282.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20200803211247/https://upptic.com/', 'timestamp': '20200803211247'}",0.0,0,California,False,False,False,False,False,True,False,False,False,0.0,False,1.0
11426,2020-01-01,"Community and Lifestyle, Education, Information Technology",0.0,0.0,0.0,4,2020,0,4880.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20201026005152/https://gageventures.com/', 'timestamp': '20201026005152'}",0.0,0,Pennsylvania,False,False,False,False,False,False,True,False,False,0.0,False,1.0
11428,2019-08-01,"Data and Analytics, Financial Services, Lending and Investments, Software",0.0,0.0,0.0,4,2019,0,27474.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20230314074412/https://aureliaventures.com/', 'timestamp': '20230314074412'}",2.0,ai,California,False,True,False,False,False,True,False,False,False,0.0,False,2.0
11429,2020-11-01,"Apps, Information Technology, Internet Services, Messaging and Telecommunications, Mobile, Software",0.0,0.0,0.0,3,2020,0,15639.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20210126221921/https://whenileave.com/', 'timestamp': '20210126221921'}",0.0,0,Washington,False,False,False,False,False,False,True,False,False,0.0,False,2.0
11430,2019-12-01,"Administrative Services, Community and Lifestyle, Hardware, Media and Entertainment, Messaging and Telecommunications, Software",0.0,0.0,0.0,4,2019,0,5142.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20200531210643/https://vircadia.com/', 'timestamp': '20200531210643'}",0.0,0,Florida,False,False,False,False,False,True,False,False,False,0.0,False,2.0
11431,2020-01-01,"Data and Analytics, Information Technology, Internet Services, Software",0.0,0.0,0.0,4,2020,0,2316.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20210418152632/https://cloudeqs.com/', 'timestamp': '20210418152632'}",0.0,0,California,False,False,False,False,False,False,True,False,False,0.0,False,3.0
11433,2020-01-01,Information Technology,0.0,0.0,0.0,4,2020,0,18778.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20210307153139/https://smartretire.com/', 'timestamp': '20210307153139'}",0.0,0,Tennessee,False,False,False,False,False,False,True,False,False,0.0,False,2.0
11435,2020-06-01,"Events, Media and Entertainment, Sports, Travel and Tourism",0.0,0.0,0.0,3,2020,0,30195.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20201217160748/https://boomersparks.com/', 'timestamp': '20201217160748'}",0.0,0,Florida,False,False,False,False,False,False,True,False,False,0.0,False,7.0
11436,2020-01-01,"Data and Analytics, Professional Services, Sales and Marketing",0.0,0.0,0.0,4,2020,0,7154.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20210808140958/https://branch49.com/', 'timestamp': '20210808140958'}",3.0,ai,Arizona,False,True,False,False,False,False,True,False,False,0.0,False,2.0
11439,2020-01-01,"Consumer Electronics, Hardware, Manufacturing, Real Estate",0.0,0.0,0.0,4,2020,0,15886.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20201203221617/https://illuminovo.com/', 'timestamp': '20201203221617'}",0.0,0,North Carolina,False,False,False,False,False,False,True,False,False,0.0,False,1.0
11440,2019-01-01,"Data and Analytics, Travel and Tourism",0.0,0.0,0.0,5,2019,0,19775.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20230924010331/https://predictiveminds.ai/', 'timestamp': '20230924010331'}",1.0,ai,Texas,False,True,False,False,False,True,False,False,False,0.0,False,2.0
11442,2019-01-01,"Advertising, Sales and Marketing",0.0,0.0,0.0,5,2019,0,25441.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20210317120105/https://amped.solutions/', 'timestamp': '20210317120105'}",0.0,0,Pennsylvania,False,False,False,False,False,True,False,False,False,0.0,False,2.0
11444,2018-12-01,"Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software",1.0,290000.0,290000.0,5,2018,0,4307.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20201028103451/https://www.nocodez.com/', 'timestamp': '20201028103451'}",2.0,"artificial intelligence, natural language processing",California,True,True,False,True,True,False,False,False,False,1.0,False,1.0
11445,2020-01-01,"Apps, Mobile, Real Estate, Software, Sustainability",1.0,250000.0,250000.0,4,2020,0,4699.0,,0.0,0,New York,True,False,False,False,False,False,True,False,False,1.0,False,1.0
11446,2019-10-01,"Financial Services, Media and Entertainment, Professional Services",0.0,0.0,0.0,4,2019,0,17607.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20201001195129/https://www.southernpb.com/', 'timestamp': '20201001195129'}",0.0,0,Tennessee,False,False,False,False,False,True,False,False,False,0.0,False,2.0
11448,2019-01-01,"Information Technology, Professional Services, Software",0.0,0.0,0.0,5,2019,0,17502.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20201101080939/https://vt.team/', 'timestamp': '20201101080939'}",1.0,chatbot,Vermont,False,True,False,False,False,True,False,False,False,0.0,False,1.0
11452,2020-01-01,"Commerce and Shopping, Real Estate",0.0,0.0,0.0,4,2020,0,14006.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20210614075615/https://toolsharer.com/', 'timestamp': '20210614075615'}",0.0,0,California,False,False,False,False,False,False,True,False,False,0.0,False,1.0
11455,2021-01-01,"Information Technology, Professional Services, Software",0.0,0.0,0.0,3,2021,0,4971.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20220104170136/https://cetana.us/', 'timestamp': '20220104170136'}",1.0,machine learning,Rhode Island,False,True,False,False,False,False,False,True,False,0.0,False,2.0
11457,2019-01-01,Health Care,0.0,0.0,0.0,5,2019,0,7801.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20200808031903/https://charisbh.com/', 'timestamp': '20200808031903'}",0.0,0,Texas,False,False,False,False,False,True,False,False,False,0.0,False,2.0
11458,2020-01-01,"Community and Lifestyle, Information Technology, Other, Professional Services",0.0,0.0,0.0,4,2020,0,10771.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20210118155329/https://harmonicatabs.net/', 'timestamp': '20210118155329'}",0.0,0,California,False,False,False,False,False,False,True,False,False,0.0,False,2.0
11461,2020-06-19,"Information Technology, Mobile, Software",0.0,0.0,0.0,3,2020,0,8298.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20210610120128/https://www.root-enterprise.com/', 'timestamp': '20210610120128'}",0.0,0,Ohio,False,False,False,False,False,False,True,False,False,0.0,False,2.0
11463,2022-11-22,"Energy, Financial Services, Software",0.0,0.0,0.0,1,2022,0,23854.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20240324051633/https://www.lucidtrades.com/', 'timestamp': '20240324051633'}",3.0,"machine learning, artificial intelligence",Alabama,False,True,False,False,False,False,False,False,True,0.0,False,1.0
11465,2020-01-01,"Design, Internet Services, Sales and Marketing",0.0,0.0,0.0,4,2020,0,38830.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20210121104535/https://www.faimmarketing.com/', 'timestamp': '20210121104535'}",0.0,0,California,False,False,False,False,False,False,True,False,False,0.0,False,1.0
11467,2019-01-01,"Professional Services, Sales and Marketing, Software",0.0,0.0,0.0,5,2019,0,41078.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20220428221224/https://virtuleverage.com/', 'timestamp': '20220428221224'}",0.0,0,California,False,False,False,False,False,True,False,False,False,0.0,False,3.0
11468,2019-01-01,"Artificial Intelligence (AI), Biotechnology, Data and Analytics, Health Care, Science and Engineering, Software",0.0,0.0,0.0,5,2019,0,15074.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20200424200114/https://www.decodehealth.ai/', 'timestamp': '20200424200114'}",7.0,"machine learning, ai",Tennessee,False,True,False,True,False,True,False,False,False,0.0,False,2.0
11469,2020-01-01,"Artificial Intelligence (AI), Data and Analytics, Education, Information Technology, Internet Services, Media and Entertainment, Sales and Marketing, Science and Engineering, Software",0.0,0.0,0.0,4,2020,0,1590.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20201202111444/https://postello.ai/', 'timestamp': '20201202111444'}",1.0,ai,California,False,True,False,True,False,False,True,False,False,0.0,False,1.0
11472,2020-01-01,"Information Technology, Software",0.0,0.0,0.0,4,2020,0,2454.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20210614213736/https://www.sourcelogictech.com/', 'timestamp': '20210614213736'}",0.0,0,Texas,False,False,False,False,False,False,True,False,False,0.0,False,1.0
11473,2019-01-01,"Food and Beverage, Transportation",0.0,0.0,0.0,5,2019,0,25484.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20191010091548/https://www.rastellis.com/', 'timestamp': '20191010091548'}",0.0,0,Pennsylvania,False,False,False,False,False,True,False,False,False,0.0,False,1.0
11475,2021-01-01,"Other, Professional Services, Sales and Marketing",0.0,0.0,0.0,3,2021,0,7018.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20220106035133/https://www.goodhighdeas.net/', 'timestamp': '20220106035133'}",0.0,0,Florida,False,False,False,False,False,False,False,True,False,0.0,False,1.0
11476,2021-02-06,"Agriculture and Farming, Apps, Artificial Intelligence (AI), Data and Analytics, Real Estate, Software, Sustainability",0.0,0.0,0.0,3,2021,0,2870.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20220125173248/https://www.grassly.io/', 'timestamp': '20220125173248'}",0.0,0,Georgia,False,False,False,True,False,False,False,True,False,0.0,False,1.0
11477,2019-01-01,"Financial Services, Payments, Software",0.0,0.0,0.0,5,2019,0,4675.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20211208213129/https://www.bridgewaybilling.net/', 'timestamp': '20211208213129'}",0.0,0,Utah,False,False,False,False,False,True,False,False,False,0.0,False,2.0
11478,2020-01-01,"Commerce and Shopping, Community and Lifestyle, Consumer Goods",0.0,0.0,0.0,4,2020,0,1750.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20210120192216/https://eleeobrands.com/', 'timestamp': '20210120192216'}",0.0,0,Ohio,False,False,False,False,False,False,True,False,False,0.0,False,2.0
11480,2020-01-01,"Information Technology, Internet Services, Media and Entertainment, Sales and Marketing",0.0,0.0,0.0,4,2020,0,13407.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20210501022950/https://opportunitysknaaking.com/', 'timestamp': '20210501022950'}",0.0,0,Wisconsin,False,False,False,False,False,False,True,False,False,0.0,False,1.0
11481,2021-09-01,Software,0.0,0.0,0.0,2,2021,0,14114.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20211017104331/https://www.zenind.com/', 'timestamp': '20211017104331'}",0.0,0,New York,False,False,False,False,False,False,False,True,False,0.0,False,1.0
11484,2020-06-07,"Internet Services, Transportation",0.0,0.0,0.0,3,2020,0,145.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20210415141101/https://carwallet.io/', 'timestamp': '20210415141101'}",0.0,0,Florida,False,False,False,False,False,False,True,False,False,0.0,False,1.0
11486,2020-01-01,"Blockchain and Cryptocurrency, Financial Services, Payments, Software",0.0,0.0,0.0,4,2020,0,4505.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20220129133922/https://www.guilds.finance/', 'timestamp': '20220129133922'}",0.0,0,Massachusetts,False,False,False,False,False,False,True,False,False,0.0,False,1.0
11488,2021-09-01,Commerce and Shopping,0.0,0.0,0.0,2,2021,0,5608.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20220126072047/https://localway.io/', 'timestamp': '20220126072047'}",0.0,0,New York,False,False,False,False,False,False,False,True,False,0.0,False,2.0
11490,2020-01-01,"Content and Publishing, Information Technology, Media and Entertainment, Sports",0.0,0.0,0.0,4,2020,0,15273.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20210101195137/https://tdn.com/', 'timestamp': '20210101195137'}",0.0,0,Washington,False,False,False,False,False,False,True,False,False,0.0,False,1.0
11492,2019-01-01,"Artificial Intelligence (AI), Data and Analytics, Hardware, Health Care, Science and Engineering, Software",1.0,50000.0,50000.0,5,2019,0,4478.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20190703010644/http://verdureimaging.com/', 'timestamp': '20190703010644'}",0.0,0,California,True,False,False,True,False,True,False,False,False,2.0,False,1.0
11493,2021-01-01,"Content and Publishing, Media and Entertainment, Video",0.0,0.0,0.0,3,2021,0,8113.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20211219025558/https://biblioplus.com/', 'timestamp': '20211219025558'}",0.0,0,New York,False,False,False,False,False,False,False,True,False,0.0,False,4.0
11494,2020-06-01,"Advertising, Sales and Marketing",0.0,0.0,0.0,3,2020,0,15640.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20210119090613/https://speakonpodcasts.com/', 'timestamp': '20210119090613'}",0.0,0,New York,False,False,False,False,False,False,True,False,False,0.0,False,2.0
11495,2021-01-01,"Administrative Services, Other, Sales and Marketing",1.0,1125000.0,1125000.0,3,2021,0,21953.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20220122000719/https://www.cloud9service.com/', 'timestamp': '20220122000719'}",0.0,0,Florida,True,False,False,False,False,False,False,True,False,2.0,False,2.0
11496,2020-01-01,"Commerce and Shopping, Data and Analytics, Design, Sales and Marketing",0.0,0.0,0.0,4,2020,0,3787.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20210115204729/https://humantel.com/', 'timestamp': '20210115204729'}",0.0,0,New York,False,False,False,False,False,False,True,False,False,0.0,False,1.0
11501,2020-03-16,"Administrative Services, Agriculture and Farming, Data and Analytics, Financial Services, Professional Services, Software",0.0,0.0,0.0,3,2020,0,37719.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20211221214420/https://bizbudapp.com/', 'timestamp': '20211221214420'}",0.0,0,California,False,False,False,False,False,False,True,False,False,0.0,False,1.0
11503,2019-01-01,Health Care,0.0,0.0,0.0,5,2019,0,44238.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20200329114909/https://thejerseydentalgroup.com/', 'timestamp': '20200329114909'}",0.0,0,New Jersey,False,False,False,False,False,True,False,False,False,0.0,False,2.0
11504,2020-01-01,Real Estate,0.0,0.0,0.0,4,2020,0,21130.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20211016033020/https://gravitygroup.us/', 'timestamp': '20211016033020'}",0.0,0,Virginia,False,False,False,False,False,False,True,False,False,0.0,False,2.0
11509,2020-04-20,Energy,0.0,0.0,0.0,3,2020,0,9997.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20211218062041/https://sunforce.solar/', 'timestamp': '20211218062041'}",0.0,0,New Mexico,False,False,False,False,False,False,True,False,False,0.0,False,2.0
11510,2019-01-01,Real Estate,0.0,0.0,0.0,5,2019,0,42787.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20200810113628/https://jefftaborgroup.com/', 'timestamp': '20200810113628'}",0.0,0,California,False,False,False,False,False,True,False,False,False,0.0,False,1.0
11514,2021-01-01,"Financial Services, Lending and Investments, Other, Social Impact",0.0,0.0,0.0,3,2021,0,53.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20220522171503/https://yefa.org/', 'timestamp': '20220522171503'}",0.0,0,New York,False,False,False,False,False,False,False,True,False,0.0,False,2.0
11517,2020-01-01,"Commerce and Shopping, Content and Publishing, Media and Entertainment",0.0,0.0,0.0,4,2020,0,14643.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20211218034828/http://www.colordrop.us/', 'timestamp': '20211218034828'}",0.0,0,Florida,False,False,False,False,False,False,True,False,False,0.0,False,1.0
11520,2021-01-01,"Consumer Electronics, Hardware, Media and Entertainment, Music and Audio, Software",0.0,0.0,0.0,3,2021,0,2343.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20211225035252/http://simplertc.com/', 'timestamp': '20211225035252'}",3.0,"machine learning, deep learning, neural network",California,False,True,False,False,False,False,False,True,False,0.0,False,1.0
11524,2020-01-01,"Content and Publishing, Media and Entertainment, Sales and Marketing, Software, Video",1.0,700000.0,700000.0,4,2020,0,7371.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20210120154539/https://n7th.com/', 'timestamp': '20210120154539'}",0.0,0,South Carolina,True,False,False,False,False,False,True,False,False,1.0,False,1.0
11527,2020-01-01,Food and Beverage,0.0,0.0,0.0,4,2020,0,26599.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20210111180322/https://www.thedirtycookieoc.com/', 'timestamp': '20210111180322'}",0.0,0,California,False,False,False,False,False,False,True,False,False,0.0,False,1.0
11530,2019-01-26,"Apps, Design, Mobile, Platforms, Software",0.0,0.0,0.0,5,2019,0,10708.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20210414035053/https://www.buildonline.io/', 'timestamp': '20210414035053'}",0.0,0,Florida,False,False,False,False,False,True,False,False,False,0.0,False,2.0
11531,2020-01-01,"Design, Events, Media and Entertainment",0.0,0.0,0.0,4,2020,0,3032.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20211027025244/https://www.rutgers.design/', 'timestamp': '20211027025244'}",0.0,0,New Jersey,False,False,False,False,False,False,True,False,False,0.0,False,2.0
11533,2020-09-01,Financial Services,0.0,0.0,0.0,3,2020,0,15961.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20210109191644/https://www.konaequity.com/', 'timestamp': '20210109191644'}",0.0,0,Hawaii,False,False,False,False,False,False,True,False,False,0.0,False,1.0
11534,2022-01-17,"Blockchain and Cryptocurrency, Media and Entertainment, Other",1.0,180000.0,180000.0,2,2022,0,1944.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20221130163935/https://www.radia.world/', 'timestamp': '20221130163935'}",0.0,0,California,True,False,False,False,False,False,False,False,True,1.0,False,1.0
11536,2019-01-29,"Commerce and Shopping, Design, Sales and Marketing, Software",0.0,0.0,0.0,5,2019,0,1595.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20180805043329/http://thrivewebtech.com/', 'timestamp': '20180805043329'}",0.0,0,Wyoming,False,False,False,False,False,True,False,False,False,0.0,False,1.0
11537,2022-01-01,"Data and Analytics, Design, Hardware, Sales and Marketing, Software",0.0,0.0,0.0,2,2022,0,29292.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20230131112543/https://qriousinsight.com/', 'timestamp': '20230131112543'}",0.0,0,Florida,False,False,False,False,False,False,False,False,True,0.0,False,1.0
11538,2020-11-24,"Blockchain and Cryptocurrency, Gaming, Internet Services, Other",0.0,0.0,0.0,3,2020,0,3615.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20201104082154/https://playtoo.io/', 'timestamp': '20201104082154'}",0.0,0,Delaware,False,False,False,False,False,False,True,False,False,0.0,False,1.0
11540,2020-01-01,"Data and Analytics, Financial Services, Professional Services",0.0,0.0,0.0,4,2020,0,11030.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20201125082906/https://www.seriesnextsolutions.com/', 'timestamp': '20201125082906'}",0.0,0,Louisiana,False,False,False,False,False,False,True,False,False,0.0,False,1.0
11542,2019-01-01,"Financial Services, Information Technology, Payments, Software",0.0,0.0,0.0,5,2019,0,28132.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20191218205138/https://www.hadfieldgroup.com/', 'timestamp': '20191218205138'}",0.0,0,California,False,False,False,False,False,True,False,False,False,0.0,False,1.0
11543,2020-01-01,"Gaming, Software",0.0,0.0,0.0,4,2020,0,20556.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20210209150112/https://www.matchalagames.com/', 'timestamp': '20210209150112'}",0.0,0,California,False,False,False,False,False,False,True,False,False,0.0,False,1.0
11545,2020-01-01,Health Care,0.0,0.0,0.0,4,2020,0,25511.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20210104194556/https://intrivo.com/', 'timestamp': '20210104194556'}",0.0,0,California,False,False,False,False,False,False,True,False,False,0.0,False,2.0
11546,2019-07-01,"Food and Beverage, Transportation",0.0,0.0,0.0,4,2019,0,2208.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20200625162514/https://www.virturant.com/', 'timestamp': '20200625162514'}",0.0,0,Florida,False,False,False,False,False,True,False,False,False,0.0,False,1.0
11548,2021-01-01,"Consumer Goods, Health Care",0.0,0.0,0.0,3,2021,0,13042.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20220923175731/https://elevatemyeyes.com/', 'timestamp': '20220923175731'}",0.0,0,South Carolina,False,False,False,False,False,False,False,True,False,0.0,False,5.0
11550,2021-01-01,"Administrative Services, Professional Services",0.0,0.0,0.0,3,2021,0,6977.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20220112105813/https://www.fieldoftalent.com/', 'timestamp': '20220112105813'}",0.0,0,Indiana,False,False,False,False,False,False,False,True,False,0.0,False,1.0
11551,2019-01-01,"Health Care, Software",0.0,0.0,0.0,5,2019,0,1302.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20210126092213/https://www.gomapi.io/', 'timestamp': '20210126092213'}",0.0,0,California,False,False,False,False,False,True,False,False,False,0.0,False,1.0
11552,2020-01-01,"Commerce and Shopping, Health Care, Transportation",0.0,0.0,0.0,4,2020,0,19962.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20210303204919/https://airodmedical.com/', 'timestamp': '20210303204919'}",0.0,0,Florida,False,False,False,False,False,False,True,False,False,0.0,False,1.0
11557,2018-04-02,"Artificial Intelligence (AI), Data and Analytics, Media and Entertainment, Science and Engineering, Software",0.0,0.0,0.0,5,2018,0,56.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20190925095133/https://www.redflagai.co/', 'timestamp': '20190925095133'}",1.0,ai,California,False,True,False,True,True,False,False,False,False,0.0,False,2.0
