,Founded Date,Industry Groups,Number of Funding Rounds,Last Funding Amount Currency (in USD),Total Funding Amount Currency (in USD),age,founding_year,source_x,text_len,closest_snapshot,ai_keyword_count,matched_keywords,Headquarters State,funding_bin,keyword_bin,fund_success,AI_bin,Year_2018,Year_2019,Year_2020,Year_2021,Year_2022,Last Funding Type ORD,Series_A_bin,Number of Employees ORD
8654,2021-01-01,"Design, Internet Services, Software",0.0,0.0,0.0,3,2021,0,46698.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20220516104237/https://www.websiterestore.com/', 'timestamp': '20220516104237'}",0.0,0,California,False,False,False,False,False,False,False,True,False,0.0,False,1.0
8655,2020-01-01,"Financial Services, Health Care",0.0,0.0,0.0,4,2020,0,101.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20210121052337/http://ncd.com/', 'timestamp': '20210121052337'}",0.0,0,Texas,False,False,False,False,False,False,True,False,False,0.0,False,4.0
8657,2021-01-01,"Consumer Goods, Health Care",0.0,0.0,0.0,3,2021,0,20189.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20211218221357/https://www.billingsdermatology.com/', 'timestamp': '20211218221357'}",0.0,0,Montana,False,False,False,False,False,False,False,True,False,0.0,False,2.0
8659,2022-11-17,"Events, Media and Entertainment",0.0,0.0,0.0,1,2022,0,25861.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20230119223450/https://yombu.com/us/boston/', 'timestamp': '20230119223450'}",0.0,0,Massachusetts,False,False,False,False,False,False,False,False,True,0.0,False,2.0
8660,2020-01-01,"Commerce and Shopping, Internet Services, Transportation",0.0,0.0,0.0,4,2020,0,5549.0,,0.0,0,California,False,False,False,False,False,False,True,False,False,0.0,False,2.0
8661,2020-01-01,"Apps, Health Care, Software",1.0,100000.0,100000.0,4,2020,0,432.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20201101104552/https://toothlens.com/', 'timestamp': '20201101104552'}",0.0,0,Delaware,True,False,False,False,False,False,True,False,False,1.0,False,1.0
8662,2020-01-01,"Financial Services, Lending and Investments",0.0,0.0,0.0,4,2020,0,56423.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20210228095318/https://www.aksarbenmortgage.com/', 'timestamp': '20210228095318'}",0.0,0,Nebraska,False,False,False,False,False,False,True,False,False,0.0,False,1.0
8663,2019-01-01,"Financial Services, Real Estate",0.0,0.0,0.0,5,2019,0,22359.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20200808005629/https://www.redibs.com/', 'timestamp': '20200808005629'}",0.0,0,Texas,False,False,False,False,False,True,False,False,False,0.0,False,4.0
8668,2020-01-01,Health Care,0.0,0.0,0.0,4,2020,0,6800.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20201128200224/https://deliverhealth.com/', 'timestamp': '20201128200224'}",0.0,0,Wisconsin,False,False,False,False,False,False,True,False,False,0.0,False,7.0
8669,2020-01-01,"Education, Professional Services",0.0,0.0,0.0,4,2020,0,12380.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20210622140153/https://lthjglobal.com/', 'timestamp': '20210622140153'}",0.0,0,Washington,False,False,False,False,False,False,True,False,False,0.0,False,1.0
8670,2020-07-01,"Events, Media and Entertainment, Other",0.0,0.0,0.0,3,2020,0,35212.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20210122003417/https://www.virtualeventsinstitute.com/', 'timestamp': '20210122003417'}",0.0,0,Michigan,False,False,False,False,False,False,True,False,False,0.0,False,1.0
8673,2021-01-01,"Blockchain and Cryptocurrency, Financial Services, Information Technology, Other, Payments, Software",0.0,0.0,0.0,3,2021,0,10392.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20220102134912/https://www.saitamatoken.com/', 'timestamp': '20220102134912'}",0.0,0,Massachusetts,False,False,False,False,False,False,False,True,False,0.0,False,3.0
8678,2019-01-01,"Media and Entertainment, Other, Professional Services, Sales and Marketing, Software",0.0,0.0,0.0,5,2019,0,26541.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20200415004048/https://one-stop.solutions/', 'timestamp': '20200415004048'}",0.0,0,Washington,False,False,False,False,False,True,False,False,False,0.0,False,2.0
8679,2022-01-01,"Financial Services, Media and Entertainment, Professional Services",0.0,0.0,0.0,2,2022,0,15642.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20230105172049/https://www.thealbanygroup.com/', 'timestamp': '20230105172049'}",0.0,0,Alabama,False,False,False,False,False,False,False,False,True,0.0,False,1.0
8681,2019-01-01,"Data and Analytics, Financial Services",0.0,0.0,0.0,5,2019,0,1444.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20200316153935/https://tikr.com/', 'timestamp': '20200316153935'}",0.0,0,South Carolina,False,False,False,False,False,True,False,False,False,0.0,False,1.0
8682,2020-01-01,"Hardware, Information Technology, Software",0.0,0.0,0.0,4,2020,0,9708.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20210127125609/https://tempucheck.com/', 'timestamp': '20210127125609'}",0.0,0,Florida,False,False,False,False,False,False,True,False,False,0.0,False,1.0
8683,2019-11-06,Professional Services,0.0,0.0,0.0,4,2019,0,45872.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20200416165250/https://www.brighterstrategies.com/', 'timestamp': '20200416165250'}",0.0,0,Virginia,False,False,False,False,False,True,False,False,False,0.0,False,2.0
8684,2021-02-01,"Education, Government and Military",0.0,0.0,0.0,3,2021,0,10394.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20230428095357/https://www.parentprotech.com/', 'timestamp': '20230428095357'}",0.0,0,Missouri,False,False,False,False,False,False,False,True,False,0.0,False,1.0
8688,2022-12-08,"Blockchain and Cryptocurrency, Data and Analytics, Information Technology, Other, Privacy and Security, Sales and Marketing, Software",1.0,0.0,0.0,1,2022,0,3026.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20230111063612/https://aesirx.io/', 'timestamp': '20230111063612'}",0.0,0,New York,False,False,False,False,False,False,False,False,True,1.0,False,2.0
8689,2022-01-01,Education,0.0,0.0,0.0,2,2022,0,4189.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20221230133739/https://salesfuture.io/', 'timestamp': '20221230133739'}",0.0,0,California,False,False,False,False,False,False,False,False,True,0.0,False,1.0
8690,2021-01-01,"Commerce and Shopping, Health Care, Other, Professional Services, Transportation",0.0,0.0,0.0,3,2021,0,11709.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20211223092858/https://coveyskin.com/', 'timestamp': '20211223092858'}",0.0,0,New York,False,False,False,False,False,False,False,True,False,0.0,False,1.0
8691,2018-10-01,"Professional Services, Real Estate, Science and Engineering",0.0,0.0,0.0,5,2018,0,9028.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20210925124744/https://gonzalezshahsmith.com/', 'timestamp': '20210925124744'}",0.0,0,Texas,False,False,False,False,True,False,False,False,False,0.0,False,1.0
8697,2020-01-01,"Information Technology, Other, Software",0.0,0.0,0.0,4,2020,0,33519.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20210123100716/https://www.storereflect.com/', 'timestamp': '20210123100716'}",0.0,0,New Jersey,False,False,False,False,False,False,True,False,False,0.0,False,2.0
8699,2020-01-01,"Financial Services, Professional Services",0.0,0.0,0.0,4,2020,0,1919.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20210119011758/https://unspac.com/', 'timestamp': '20210119011758'}",0.0,0,California,False,False,False,False,False,False,True,False,False,0.0,False,2.0
8700,2020-01-01,"Administrative Services, Other, Professional Services",0.0,0.0,0.0,4,2020,0,3128.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20210123081158/https://www.measured-hr.com/', 'timestamp': '20210123081158'}",0.0,0,New York,False,False,False,False,False,False,True,False,False,0.0,False,1.0
8705,2019-01-01,"Financial Services, Lending and Investments, Media and Entertainment, Real Estate",0.0,0.0,0.0,5,2019,0,4727.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20211226054700/https://canongatecompanies.com/', 'timestamp': '20211226054700'}",0.0,0,South Carolina,False,False,False,False,False,True,False,False,False,0.0,False,2.0
8707,2019-01-01,Health Care,0.0,0.0,0.0,5,2019,0,43542.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20200617042510/https://www.skindcderm.com/', 'timestamp': '20200617042510'}",0.0,0,Virginia,False,False,False,False,False,True,False,False,False,0.0,False,2.0
8711,2022-01-01,"Financial Services, Lending and Investments",0.0,0.0,0.0,2,2022,0,2802.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20230329173434/https://www.curoventures.us/', 'timestamp': '20230329173434'}",0.0,0,Illinois,False,False,False,False,False,False,False,False,True,0.0,False,1.0
8716,2019-01-01,Health Care,0.0,0.0,0.0,5,2019,0,12552.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20200815035714/https://www.alwayscompassionate.com/', 'timestamp': '20200815035714'}",0.0,0,New York,False,False,False,False,False,True,False,False,False,0.0,False,2.0
8717,2021-01-01,"Information Technology, Internet Services, Professional Services, Software",0.0,0.0,0.0,3,2021,0,27202.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20220118085419/https://navyaan.com/', 'timestamp': '20220118085419'}",0.0,0,Georgia,False,False,False,False,False,False,False,True,False,0.0,False,2.0
8720,2021-01-01,"Biotechnology, Consumer Goods, Data and Analytics, Design, Science and Engineering, Sustainability",1.0,715000.0,715000.0,3,2021,0,1141.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20230307050048/https://pneuma.bio/', 'timestamp': '20230307050048'}",0.0,0,New York,True,False,False,False,False,False,False,True,False,2.0,False,2.0
8721,2022-01-04,Financial Services,0.0,0.0,0.0,2,2022,0,57969.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20221207033637/https://www.persient.com', 'timestamp': '20221207033637'}",0.0,0,California,False,False,False,False,False,False,False,False,True,0.0,False,1.0
8725,2019-01-01,"Manufacturing, Science and Engineering",1.0,0.0,0.0,5,2019,0,51.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20210414144235/https://skyline.earth/', 'timestamp': '20210414144235'}",0.0,0,California,False,False,False,False,False,True,False,False,False,2.0,False,1.0
8726,2019-01-01,"Software, Transportation",0.0,0.0,0.0,5,2019,0,17467.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20200510013456/https://www.parcelconsulting.com/', 'timestamp': '20200510013456'}",0.0,0,Arizona,False,False,False,False,False,True,False,False,False,0.0,False,1.0
8729,2019-02-08,Financial Services,0.0,0.0,0.0,5,2019,0,228.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20220217094857/https://jointhepopup.com/', 'timestamp': '20220217094857'}",0.0,0,New York,False,False,False,False,False,True,False,False,False,0.0,False,1.0
8731,2019-01-20,"Apps, Artificial Intelligence (AI), Commerce and Shopping, Data and Analytics, Information Technology, Mobile, Platforms, Sales and Marketing, Science and Engineering, Software",0.0,0.0,0.0,5,2019,0,21978.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20200527092434/https://fieldd.co/', 'timestamp': '20200527092434'}",6.0,"artificial intelligence, ai",Texas,False,True,False,True,False,True,False,False,False,0.0,False,2.0
8733,2019-01-01,"Apps, Gaming, Mobile, Software",0.0,0.0,0.0,5,2019,0,80110.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20200812234153/https://www.playbrunchface.com/', 'timestamp': '20200812234153'}",0.0,0,Pennsylvania,False,False,False,False,False,True,False,False,False,0.0,False,2.0
8735,2018-11-01,Health Care,0.0,0.0,0.0,5,2018,0,15450.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20201028032650/https://www.rushedbox.com/', 'timestamp': '20201028032650'}",0.0,0,California,False,False,False,False,True,False,False,False,False,0.0,False,2.0
8737,2021-01-01,Hardware,0.0,0.0,0.0,3,2021,0,26332.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20211218150749/https://parkmyphone.com/', 'timestamp': '20211218150749'}",0.0,0,Florida,False,False,False,False,False,False,False,True,False,0.0,False,1.0
8738,2020-01-01,Transportation,0.0,0.0,0.0,4,2020,0,1539.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20211207094733/https://allwalkllc.com/', 'timestamp': '20211207094733'}",0.0,0,California,False,False,False,False,False,False,True,False,False,0.0,False,1.0
8739,2019-01-01,"Education, Professional Services",0.0,0.0,0.0,5,2019,0,11963.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20210305024807/https://lighthousemarketing.org/', 'timestamp': '20210305024807'}",0.0,0,California,False,False,False,False,False,True,False,False,False,0.0,False,2.0
8740,2021-01-01,"Consumer Electronics, Hardware, Mobile",0.0,0.0,0.0,3,2021,0,20533.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20230314003945/https://www.unifiedhuman.org/', 'timestamp': '20230314003945'}",0.0,0,California,False,False,False,False,False,False,False,True,False,0.0,False,2.0
8742,2020-01-01,"Financial Services, Professional Services",0.0,0.0,0.0,4,2020,0,4156.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20220423093534/https://www.prospectfintech.com/', 'timestamp': '20220423093534'}",0.0,0,New York,False,False,False,False,False,False,True,False,False,0.0,False,1.0
8744,2019-04-04,"Agriculture and Farming, Commerce and Shopping, Food and Beverage",0.0,0.0,0.0,4,2019,0,11949.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20200927152935/https://reveille.io/', 'timestamp': '20200927152935'}",0.0,0,Georgia,False,False,False,False,False,True,False,False,False,0.0,False,1.0
8749,2019-12-09,"Advertising, Content and Publishing, Design, Media and Entertainment, Sales and Marketing, Software",0.0,0.0,0.0,4,2019,0,9419.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20210403050535/https://dotslash.studio/', 'timestamp': '20210403050535'}",0.0,0,Virginia,False,False,False,False,False,True,False,False,False,0.0,False,1.0
8755,2021-01-01,Health Care,0.0,0.0,0.0,3,2021,0,7892.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20211101095647/http://www.vistariver.com/', 'timestamp': '20211101095647'}",0.0,0,Oregon,False,False,False,False,False,False,False,True,False,0.0,False,2.0
8756,2021-01-01,"Commerce and Shopping, Financial Services, Real Estate, Sales and Marketing",0.0,0.0,0.0,3,2021,0,2486.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20211215013624/https://www.trelly.com/', 'timestamp': '20211215013624'}",0.0,0,Texas,False,False,False,False,False,False,False,True,False,0.0,False,3.0
8760,2022-01-01,"Clothing and Apparel, Design",0.0,0.0,0.0,2,2022,0,5382.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20231110043629/https://www.sheilasgotscents.com/', 'timestamp': '20231110043629'}",0.0,0,Virginia,False,False,False,False,False,False,False,False,True,0.0,False,1.0
8761,2019-01-01,"Apps, Information Technology, Mobile, Software",0.0,0.0,0.0,5,2019,0,9474.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20230626181813/https://enforceone.com/', 'timestamp': '20230626181813'}",1.0,ai,Florida,False,True,False,False,False,True,False,False,False,0.0,False,1.0
8763,2020-06-01,"Health Care, Other",0.0,0.0,0.0,3,2020,0,3624.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20210119114555/https://aliviacare.com/', 'timestamp': '20210119114555'}",0.0,0,Florida,False,False,False,False,False,False,True,False,False,0.0,False,6.0
8764,2019-01-01,Software,0.0,0.0,0.0,5,2019,0,2763.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20200722091236/https://apilads.com/', 'timestamp': '20200722091236'}",0.0,0,Delaware,False,False,False,False,False,True,False,False,False,0.0,False,2.0
8769,2020-01-01,"Health Care, Other, Social Impact",0.0,0.0,0.0,4,2020,0,3309.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20210124183154/https://united4longevity.com/', 'timestamp': '20210124183154'}",0.0,0,New Jersey,False,False,False,False,False,False,True,False,False,0.0,False,1.0
8770,2019-01-01,"Data and Analytics, Information Technology, Internet Services, Privacy and Security, Software",0.0,0.0,0.0,5,2019,0,12716.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20200811105242/https://www.spinnakar.com/', 'timestamp': '20200811105242'}",2.0,deep learning,New York,False,True,False,False,False,True,False,False,False,0.0,False,1.0
8771,2022-01-01,"Financial Services, Real Estate",0.0,0.0,0.0,2,2022,0,6491.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20220819163229/https://hutsonrealtypartners.com/', 'timestamp': '20220819163229'}",0.0,0,Texas,False,False,False,False,False,False,False,False,True,0.0,False,1.0
8773,2021-01-01,"Financial Services, Professional Services",0.0,0.0,0.0,3,2021,0,11706.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20220107214229/https://nilsinepartners.com/', 'timestamp': '20220107214229'}",0.0,0,Colorado,False,False,False,False,False,False,False,True,False,0.0,False,2.0
8774,2020-01-01,"Financial Services, Lending and Investments",0.0,0.0,0.0,4,2020,0,49138.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20210119013830/https://tradeday.com/', 'timestamp': '20210119013830'}",0.0,0,Illinois,False,False,False,False,False,False,True,False,False,0.0,False,1.0
8775,2020-07-29,"Energy, Natural Resources",1.0,0.0,0.0,3,2020,0,9598.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20211005113044/https://www.drilldocs.com/', 'timestamp': '20211005113044'}",4.0,"artificial intelligence, deep learning, ai",Texas,False,True,False,False,False,False,True,False,False,1.0,False,1.0
8776,2020-01-01,"Community and Lifestyle, Other, Sports",0.0,0.0,0.0,4,2020,0,9308.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20201101014907/http://sbaatasu.org/', 'timestamp': '20201101014907'}",0.0,0,Arizona,False,False,False,False,False,False,True,False,False,0.0,False,5.0
8780,2021-01-01,"Content and Publishing, Media and Entertainment",0.0,0.0,0.0,3,2021,0,14382.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20220101202432/https://www.plansponsor.com/', 'timestamp': '20220101202432'}",0.0,0,Connecticut,False,False,False,False,False,False,False,True,False,0.0,False,1.0
8781,2018-05-01,"Advertising, Artificial Intelligence (AI), Data and Analytics, Internet Services, Media and Entertainment, Sales and Marketing, Science and Engineering, Software",0.0,0.0,0.0,5,2018,0,2079.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20190122052247/https://asora.io/', 'timestamp': '20190122052247'}",0.0,0,California,False,False,False,True,True,False,False,False,False,0.0,False,1.0
8782,2022-01-01,"Financial Services, Professional Services",0.0,0.0,0.0,2,2022,0,12623.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20230204013150/https://www.turnerfinancial.com/', 'timestamp': '20230204013150'}",0.0,0,Nebraska,False,False,False,False,False,False,False,False,True,0.0,False,1.0
8783,2018-09-19,"Apps, Artificial Intelligence (AI), Data and Analytics, Food and Beverage, Health Care, Mobile, Science and Engineering, Software",0.0,0.0,0.0,5,2018,0,2039.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20190816130121/https://trycookup.app', 'timestamp': '20190816130121'}",0.0,0,Texas,False,False,False,True,True,False,False,False,False,0.0,False,1.0
8786,2020-01-01,Financial Services,1.0,250000.0,250000.0,4,2020,0,10471.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20210116212547/https://covercasa.com/', 'timestamp': '20210116212547'}",0.0,0,Florida,True,False,False,False,False,False,True,False,False,1.0,False,1.0
8789,2020-01-01,"Design, Internet Services, Sales and Marketing",0.0,0.0,0.0,4,2020,0,26099.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20210210091756/https://dortsdigital.com/', 'timestamp': '20210210091756'}",0.0,0,New Jersey,False,False,False,False,False,False,True,False,False,0.0,False,2.0
8790,2019-01-01,"Internet Services, Software",1.0,250000.0,250000.0,5,2019,0,146.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20180809021246/http://bundlr.io/', 'timestamp': '20180809021246'}",0.0,0,California,True,False,False,False,False,True,False,False,False,2.0,False,1.0
8791,2019-01-01,"Events, Media and Entertainment, Sales and Marketing",0.0,0.0,0.0,5,2019,0,582.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20200808034015/https://www.prioritix.com/', 'timestamp': '20200808034015'}",0.0,0,New York,False,False,False,False,False,True,False,False,False,0.0,False,2.0
8792,2022-01-01,"Energy, Sustainability",0.0,0.0,0.0,2,2022,0,33477.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20230106161957/https://mn8energy.com/', 'timestamp': '20230106161957'}",0.0,0,New York,False,False,False,False,False,False,False,False,True,0.0,False,4.0
8794,2020-07-27,"Health Care, Internet Services",0.0,0.0,0.0,3,2020,0,38586.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20210115225955/https://www.nexnurse.com/', 'timestamp': '20210115225955'}",0.0,0,Washington,False,False,False,False,False,False,True,False,False,0.0,False,1.0
8799,2019-01-01,"Consumer Goods, Real Estate, Travel and Tourism",0.0,0.0,0.0,5,2019,0,4925.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20200814090045/https://mosaicspace.co/', 'timestamp': '20200814090045'}",0.0,0,New York,False,False,False,False,False,True,False,False,False,0.0,False,2.0
8800,2019-01-01,"Advertising, Media and Entertainment, Sales and Marketing, Video",0.0,0.0,0.0,5,2019,0,12128.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20201101103036/https://www.mpmteam.net/', 'timestamp': '20201101103036'}",0.0,0,California,False,False,False,False,False,True,False,False,False,0.0,False,1.0
8801,2021-01-01,"Health Care, Media and Entertainment, Other, Social Impact",0.0,0.0,0.0,3,2021,0,6263.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20211129120601/https://www.indigocarepartners.org/', 'timestamp': '20211129120601'}",0.0,0,Kansas,False,False,False,False,False,False,False,True,False,0.0,False,1.0
8805,2019-01-01,"Commerce and Shopping, Gaming, Media and Entertainment",0.0,0.0,0.0,5,2019,0,3296.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20210330213456/https://www.interpop.io/', 'timestamp': '20210330213456'}",0.0,0,New York,False,False,False,False,False,True,False,False,False,0.0,False,4.0
8806,2021-01-01,"Administrative Services, Apps, Information Technology, Privacy and Security, Software",0.0,0.0,0.0,3,2021,0,14117.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20220325151206/https://virtuemindsolutions.com/', 'timestamp': '20220325151206'}",0.0,0,Virginia,False,False,False,False,False,False,False,True,False,0.0,False,3.0
8809,2019-01-01,"Biotechnology, Health Care, Science and Engineering",0.0,0.0,0.0,5,2019,0,24636.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20220311051849/https://raptventures.com/', 'timestamp': '20220311051849'}",0.0,0,New York,False,False,False,False,False,True,False,False,False,0.0,False,1.0
8811,2019-01-01,"Hardware, Manufacturing, Science and Engineering, Software",0.0,0.0,0.0,5,2019,0,16170.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20200805164310/https://www.lestausa.com/', 'timestamp': '20200805164310'}",0.0,0,South Dakota,False,False,False,False,False,True,False,False,False,0.0,False,2.0
8816,2019-02-27,Software,0.0,0.0,0.0,5,2019,0,21996.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20200807094841/https://www.docupile.com/', 'timestamp': '20200807094841'}",0.0,0,Texas,False,False,False,False,False,True,False,False,False,0.0,False,1.0
8817,2020-01-01,Health Care,0.0,0.0,0.0,4,2020,0,7500.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20220413135831/https://www.willowtreehhc.com/', 'timestamp': '20220413135831'}",0.0,0,Pennsylvania,False,False,False,False,False,False,True,False,False,0.0,False,2.0
8819,2021-01-01,"Apps, Commerce and Shopping, Information Technology, Software",0.0,0.0,0.0,3,2021,0,15476.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20211217191807/https://appstle.com/', 'timestamp': '20211217191807'}",0.0,0,California,False,False,False,False,False,False,False,True,False,0.0,False,2.0
8822,2019-01-01,"Education, Real Estate",0.0,0.0,0.0,5,2019,0,15947.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20210226125918/https://m2gsolutions.com/', 'timestamp': '20210226125918'}",0.0,0,Maryland,False,False,False,False,False,True,False,False,False,0.0,False,1.0
8823,2019-02-05,"Advertising, Media and Entertainment, Sales and Marketing, Video",0.0,0.0,0.0,5,2019,0,2979.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20201101100442/https://massmediafilms.com/', 'timestamp': '20201101100442'}",0.0,0,California,False,False,False,False,False,True,False,False,False,0.0,False,1.0
8827,2021-01-01,"Real Estate, Transportation",0.0,0.0,0.0,3,2021,0,21831.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20211207155514/https://hirschitrucking.com/', 'timestamp': '20211207155514'}",0.0,0,Nevada,False,False,False,False,False,False,False,True,False,0.0,False,3.0
8828,2022-01-01,"Education, Software",0.0,0.0,0.0,2,2022,0,2686.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20220625225533/https://www.weld.com/', 'timestamp': '20220625225533'}",0.0,0,Florida,False,False,False,False,False,False,False,False,True,0.0,False,1.0
8830,2019-01-01,"Financial Services, Professional Services",0.0,0.0,0.0,5,2019,0,29357.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20210525025337/https://www.ileadtax.com/', 'timestamp': '20210525025337'}",0.0,0,New York,False,False,False,False,False,True,False,False,False,0.0,False,3.0
8831,2020-01-01,"Apps, Financial Services, Mobile, Software",0.0,0.0,0.0,4,2020,0,18775.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20230607005547/https://trybeem.com/', 'timestamp': '20230607005547'}",0.0,0,California,False,False,False,False,False,False,True,False,False,0.0,False,4.0
8832,2019-01-01,"Commerce and Shopping, Financial Services",0.0,0.0,0.0,5,2019,0,13433.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20201027171942/https://valorpaytech.com/', 'timestamp': '20201027171942'}",0.0,0,New York,False,False,False,False,False,True,False,False,False,0.0,False,4.0
8833,2019-01-01,"Media and Entertainment, Video",0.0,0.0,0.0,5,2019,0,19069.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20191221014308/https://broadwaypodcastnetwork.com/', 'timestamp': '20191221014308'}",0.0,0,New York,False,False,False,False,False,True,False,False,False,0.0,False,3.0
8834,2020-03-01,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Science and Engineering, Software",0.0,0.0,0.0,4,2020,0,2581.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20201104143557/https://covidschedule.com/', 'timestamp': '20201104143557'}",5.0,ai,Florida,False,True,False,True,False,False,True,False,False,0.0,False,2.0
8835,2020-01-01,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Science and Engineering, Software",0.0,0.0,0.0,4,2020,0,28547.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20210114034332/https://www.suntec.ai/', 'timestamp': '20210114034332'}",19.0,"machine learning, artificial intelligence, sentiment analysis, ai",California,False,True,False,True,False,False,True,False,False,0.0,False,5.0
