,company,Founded Date,website,Headquarters Location,Industry Groups,Number of Funding Rounds,Funding Status,Last Funding Date,Last Funding Amount Currency (in USD),Last Funding Type,Total Funding Amount Currency (in USD),IPO Status,IPO Date,Valuation at IPO Currency (in USD),IPqwery - Patents Granted,IPqwery - Trademarks Registered,IPqwery - Most Popular Patent Class,age,founding_year,org_uuid,snapshot_in_window
902,OYA Femtech Apparel,2019-01-01,https://wearoya.com/,"Los Angeles, California, United States","Clothing and Apparel, Commerce and Shopping, Design",2.0,Seed,2023-01-19,1300000.0,Pre-Seed,1420000.0,Private,,,0,0.0,Wearing Apparel,4,2019,8072,False
903,Keep Company,2022-04-15,https://keep-company.com/,"Bethesda, Maryland, United States","Administrative Services, Health Care, Other",1.0,Seed,2022-12-01,800000.0,Pre-Seed,800000.0,Private,,,0,0.0,,1,2022,8073,False
909,Vendorflow,2020-05-01,https://www.vendorflow.co/,"Los Angeles, California, United States","Software, Transportation",1.0,Seed,2021-10-14,1400000.0,Pre-Seed,1400000.0,Private,,,,,,3,2020,8074,False
917,Snowpoint Ventures,2021-01-01,https://snowpoint.vc/,"San Francisco, California, United States","Financial Services, Lending and Investments, Science and Engineering",1.0,,2023-01-01,,Venture - Series Unknown,,Private,,,0,1.0,,2,2021,8075,False
923,SliceUp,2018-01-01,http://www.sliceup.co/,"San Ramon, California, United States","Data and Analytics, Other, Software",2.0,Seed,2023-01-03,,Pre-Seed,120000.0,Private,,,,,,5,2018,8076,False
926,Emvenio Research,2020-01-01,https://emvenio.com/,"Durham, North Carolina, United States",Health Care,1.0,,2022-08-24,9172026.0,Venture - Series Unknown,9172026.0,Private,,,,,,3,2020,8078,False
930,Bend,2022-01-01,https://bend.green/,"New York, New York, United States",Sustainability,3.0,Seed,2023-05-03,2500000.0,Seed,2500000.0,Private,,,,,,1,2022,8079,False
931,Dori,2021-10-19,https://dori.vc/,"Atlanta, Georgia, United States","Financial Services, Lending and Investments, Professional Services, Software",1.0,Seed,2023-04-26,2000000.0,Seed,2000000.0,Private,,,,,,2,2021,8080,False
940,Triangle,2018-09-24,https://www.triangle.digital,"New York, New York, United States","Agriculture and Farming, Blockchain and Cryptocurrency, Energy, Financial Services, Natural Resources, Other, Sustainability",3.0,Seed,2022-05-05,1000000.0,Seed,2000000.0,Private,,,,,,5,2018,8081,False
948,Spintly,2018-08-20,https://spintly.com/,"Milpitas, California, United States","Consumer Electronics, Design, Hardware",3.0,Seed,2022-11-10,1400000.0,Seed,2300000.0,Private,,,,,,5,2018,8082,False
3,Sage,2023-01-20,http://www.wizzysage.com,"Frisco, Texas, United States","Artificial Intelligence, Data and Analytics, Science and Engineering, Software",1.0,Seed,2023-06-05,600000.0,Pre-Seed,600000.0,Private,,,,,,0,2023,8083,False
15,FoxyAI,2018-01-01,https://www.foxyai.com/,"New York, New York, United States","Artificial Intelligence, Data and Analytics, Hardware, Real Estate, Science and Engineering, Software",1.0,,2021-12-23,2054996.0,Venture - Series Unknown,2054996.0,Private,,,,,,5,2018,8084,False
17,PeopleReign,2020-01-01,https://www.peoplereign.io/,"San Jose, California, United States","Administrative Services, Information Technology, Software",1.0,,2022-04-14,3999997.0,Venture - Series Unknown,3999997.0,Private,,,,,,3,2020,8085,False
26,FluteSpace,2023-08-01,https://flutespace.com,"Fremont, California, United States",Health Care,1.0,Seed,2023-08-26,290000.0,Pre-Seed,290000.0,Private,,,,,,0,2023,8086,False
27,Texel.ai,2023-01-01,https://www.texel.ai/,"Austin, Texas, United States","Artificial Intelligence, Data and Analytics, Information Technology, Science and Engineering, Software",2.0,Seed,2023-04-05,500000.0,Pre-Seed,500000.0,Private,,,,,,0,2023,8087,False
31,GRAID Technology,2020-01-01,https://www.graidtech.com,"Santa Clara, California, United States","Information Technology, Software",3.0,Early Stage Venture,2022-01-25,15000000.0,Series A,17950000.0,Private,,,,,,3,2020,8088,False
32,Flexia,2020-01-01,https://flexiapilates.com/,"Sacramento, California, United States","Health Care, Sports",2.0,Seed,2022-04-05,4000000.0,Seed,4120000.0,Private,,,0.0,1.0,,3,2020,8089,False
33,IngeniousIO,2018-07-27,http://www.ingeniousio.com,"Saint Charles, Illinois, United States","Administrative Services, Consumer Electronics, Hardware, Other, Software",1.0,,2018-08-30,4000000.0,Venture - Series Unknown,4000000.0,Private,,,0.0,3.0,,5,2018,8090,False
34,New Era ADR,2021-01-01,https://www.neweraadr.com/,"Chicago, Illinois, United States","Information Technology, Professional Services",2.0,Seed,2022-03-15,4600000.0,Seed,6300000.0,Private,,,0.0,3.0,,2,2021,8091,False
37,Truebird,2018-01-01,https://www.truebird.com/,"Brooklyn, New York, United States",Food and Beverage,5.0,Early Stage Venture,2021-09-07,,Series A,6627998.0,Private,,,,,,5,2018,8092,False
43,Oracle Health,2019-01-01,https://www.oracle-health.com,"Houston, Texas, United States",Health Care,4.0,,2021-05-01,1015756.0,Equity Crowdfunding,1507860.0,Private,,,,,,4,2019,8093,False
46,Clubhouse,2020-03-15,https://www.joinclubhouse.com,"San Francisco, California, United States","Apps, Community and Lifestyle, Information Technology, Internet Services, Messaging and Telecommunications, Mobile, Software",5.0,Late Stage Venture,2021-06-14,,Series C,110000000.0,Private,,,,,,3,2020,8094,False
50,mEMR Health,2020-02-01,https://memrhealth.com,"New York, New York, United States",Health Care,1.0,Seed,2022-06-13,400000.0,Pre-Seed,400000.0,Private,,,,,,3,2020,8095,False
56,myYogaTeacher,2018-01-01,https://www.myyogateacher.com,"Cupertino, California, United States","Health Care, Sports",2.0,Seed,2021-06-16,3000000.0,Seed,3000000.0,Private,,,,,,5,2018,8096,False
62,Dropp,2020-01-01,https://dropp.cc/,"Newark, New Jersey, United States","Blockchain and Cryptocurrency, Financial Services, Other, Payments",2.0,Seed,2021-05-01,2000000.0,Seed,4500000.0,Private,,,,,,3,2020,8097,False
63,Endiatx,2019-01-01,https://endiatx.com/,"Redwood City, California, United States","Hardware, Health Care, Manufacturing, Science and Engineering, Software",4.0,,2022-06-07,,Non-equity Assistance,2469226.0,Private,,,2.0,0.0,Medical Or Veterinary Science; Hygiene,4,2019,8098,False
65,Yope,2021-02-04,https://www.yope.tv/,"Middletown, Delaware, United States","Apps, Information Technology, Internet Services, Media and Entertainment, Messaging and Telecommunications, Mobile, Software",4.0,Seed,2022-11-01,700000.0,Pre-Seed,2700000.0,Private,,,,,,2,2021,8099,False
66,RICOVR Healthcare,2018-01-01,https://www.ricovr.com/,"Princeton, New Jersey, United States","Biotechnology, Community and Lifestyle, Food and Beverage, Health Care, Science and Engineering",4.0,Seed,2023-03-15,832500.0,Debt Financing,3932500.0,Private,,,,,,5,2018,8100,False
69,Tildei,2022-01-01,https://tildei.com/,"New York, New York, United States","Information Technology, Internet Services, Messaging and Telecommunications, Sales and Marketing",1.0,,2023-02-28,5999992.0,Venture - Series Unknown,5999992.0,Private,,,,,,1,2022,8101,False
70,Mesh7,2018-01-01,https://www.mesh7.com/,"Sunnyvale, California, United States","Information Technology, Privacy and Security",1.0,M&A,2019-01-01,150000000.0,Venture - Series Unknown,150000000.0,Private,,,,,,5,2018,8102,False
71,Gander,2021-01-01,https://www.gogander.io/,"Los Angeles, California, United States","Media and Entertainment, Software, Video",1.0,Seed,2022-06-09,4200000.0,Seed,4200000.0,Private,,,,,,2,2021,8103,False
72,Moment House,2019-11-01,https://www.momenthouse.com/,"Los Angeles, California, United States","Media and Entertainment, Music and Audio",2.0,M&A,2021-08-26,12000000.0,Series A,13500000.0,Private,,,,,,4,2019,8104,False
78,Norby,2020-01-01,https://www.norby.live,"Brooklyn, New York, United States","Internet Services, Media and Entertainment, Mobile, Sales and Marketing, Software",2.0,Seed,2021-07-21,3776432.0,Seed,3776432.0,Private,,,,,,3,2020,8105,False
79,Workbox Company,2019-01-01,https://www.workboxcompany.com/,"Chicago, Illinois, United States","Financial Services, Lending and Investments, Real Estate",2.0,Seed,2022-03-09,3500000.0,Seed,4500000.0,Private,,,,,,4,2019,8106,False
82,Verituity,2020-01-01,https://verituity.com,"Mclean, Virginia, United States","Financial Services, Mobile, Payments, Software",1.0,Early Stage Venture,2021-05-25,10000000.0,Series A,10000000.0,Private,,,0.0,2.0,,3,2020,8107,False
89,DUOS,2020-01-01,https://www.getduos.com,"Minneapolis, Minnesota, United States",Health Care,3.0,,2023-06-22,10000000.0,Venture - Series Unknown,31050000.0,Private,,,0.0,1.0,,3,2020,8108,False
91,Blockmetrix,2021-01-01,https://www.blockmetrix.com,"Dallas, Texas, United States","Blockchain and Cryptocurrency, Financial Services, Other, Payments, Software",6.0,Early Stage Venture,2022-04-27,25000000.0,Debt Financing,89882000.0,Private,,,,,,2,2021,8109,False
93,Dayslice,2020-01-01,https://hello.dayslice.com,"San Francisco, California, United States","Community and Lifestyle, Social Impact, Software",1.0,Seed,2022-04-04,6000000.0,Seed,6000000.0,Private,,,0.0,1.0,,3,2020,8110,False
94,Agamon,2019-01-01,https://www.agamonhealth.com,"New York, New York, United States","Artificial Intelligence, Data and Analytics, Health Care, Science and Engineering, Software",3.0,Seed,2022-12-01,2000000.0,Seed,6000000.0,Private,,,,,,4,2019,8111,False
95,XQ Message,2019-02-01,https://xqmsg.com/,"Oakland, California, United States","Government and Military, Hardware, Information Technology, Internet Services, Messaging and Telecommunications, Privacy and Security, Professional Services, Real Estate, Software, Transportation",1.0,Seed,2020-06-01,1720000.0,Seed,1720000.0,Private,,,,,,4,2019,8112,False
98,e-States,2022-07-08,https://e-states.com/,"Milwaukee, Wisconsin, United States","Artificial Intelligence, Blockchain and Cryptocurrency, Data and Analytics, Financial Services, Other, Real Estate, Science and Engineering, Software",1.0,Seed,2023-05-11,80000.0,Pre-Seed,80000.0,Private,,,,,,1,2022,8113,False
99,Cycle Labs,2021-07-01,https://cyclelabs.io/,"Raleigh, North Carolina, United States","Information Technology, Professional Services, Software",2.0,,2023-02-28,5353871.0,Venture - Series Unknown,7853871.0,Private,,,,,,2,2021,8114,False
100,Pipeline,2019-05-01,https://pipeline.gg/,"Austin, Texas, United States","Community and Lifestyle, Education, Gaming, Media and Entertainment, Software",2.0,Seed,2021-07-16,2000000.0,Seed,2000000.0,Private,,,,,,4,2019,8115,False
102,Trainn,2020-07-30,https://trainn.co,"Wilmington, Delaware, United States","Education, Other, Software",1.0,Seed,2022-01-19,700000.0,Seed,700000.0,Private,,,,,,3,2020,8116,False
107,dntl bar,2019-01-01,https://www.dntlbar.com/,"New York, New York, United States","Health Care, Other",2.0,Seed,2020-02-20,11500000.0,Seed,15000000.0,Private,,,0.0,4.0,,4,2019,8117,False
121,Pantheon Vision,2023-01-01,https://pantheonvision.com,"Baltimore, Maryland, United States",Health Care,1.0,Seed,2023-11-02,2500000.0,Seed,2500000.0,Private,,,,,,0,2023,8118,False
123,Wander,2021-01-01,https://www.wandermaps.com,"Orem, Utah, United States","Consumer Electronics, Hardware, Navigation and Mapping, Software",3.0,Seed,2023-06-01,749991.0,Seed,3347980.0,Private,,,,,,2,2021,8119,False
124,Haylon Technologies,2021-03-01,https://www.haylontech.com/,"Chicago, Illinois, United States","Artificial Intelligence, Data and Analytics, Energy, Manufacturing, Science and Engineering, Software, Sustainability",3.0,Seed,2023-07-26,,Non-equity Assistance,330000.0,Private,,,,,,2,2021,8120,False
